doi,target_formula,paragraph_string,synthesis_type,n_precursors,precursor_formulas,precursor_elements,n_operations,temperatures_C,times_h,precursor_count,precursor_diversity,n_steps,max_temperature_C,total_time_h,complexity_index,formula,band_gap,formation_energy_per_atom,energy_above_hull,density,volume
10.1007/s10854-012-0894-3,Li2MgTi3O8,The starting materials are high-purity oxide powde <...>  sintered between 1025 and 1125 °C for 5 h in air.,solid-state,3,"['TiO2', 'MgO', 'Li2CO3']","['C', 'Li', 'Mg', 'O', 'Ti']",4,[1075.0],"[7.0, 5.0]",3.0,5.0,4.0,1075.0,12.0,-0.3569689744967293,Li2MgTi3O8,3.3209,-3.236714967440475,0.0,3.409909553944672,603.4261007304179
10.1007/s10853-010-5062-7,Y3Al5O12,"We synthesized yellow emitting Y3Al5O12:Ce3+ (YAG: <...> C under O2 atmosphere, with intermediate grinding.",solid-state,3,"['CeO2', 'Al2O3', 'Y2O3']","['Al', 'Ce', 'O', 'Y']",13,"[50.0, 450.0, 1400.0, 750.0, 450.0, 900.0]","[6.0, 10.0, 2.0, 14.0]",3.0,4.0,13.0,1400.0,32.0,0.36977248786836764,Y3Al5O12,4.5762,-3.675374461249997,0.0,4.559870632408558,864.696418388932
10.1007/s10854-015-2861-2,Nd2MoO6,The starting raw chemicals were highly pure Nd2O3  <...> g rate and the cooling rate were set to 10 °C/min.,solid-state,2,"['Nd2O3', 'MoO3']","['Mo', 'Nd', 'O']",10,"[900.0, 1100.0, 1350.0, 1325.0]","[4.0, 12.0, 4.0, 12.0, 4.0, 4.0]",2.0,3.0,10.0,1350.0,40.0,-0.14963360095270634,Nd2MoO6,2.6647,-3.105778840833333,0.0,6.055464340605591,526.966586025221
10.1007/s10854-015-3008-1,MgTiO3,"Samples of MgTiO3 and CaTiO3 were individually syn <...> 00 °C for 4 h (for 95MCT-y wt% LBS), respectively.",solid-state,2,"['MgO', 'TiO2']","['Mg', 'O', 'Ti']",13,"[1250.0, 1150.0, 550.0, 1000.0, 1380.0]","[4.0, 6.0, 6.0, 4.0, 4.0, 4.0]",2.0,3.0,13.0,1380.0,28.0,0.017046170627461298,MgTiO3,3.529499999999999,-3.362936645666665,0.0,3.8928989368345963,102.5186191467851
10.1111/jace.12646,K2Mo2O7,"The powders of K2O-MoO3 system were prepared using <...> , and then were sintered at 440 °C-540 °C for 1 h.",solid-state,2,"['K2CO3', 'MoO3']","['C', 'K', 'Mo', 'O']",12,"[400.0, 440.0, 440.0]","[4.0, 5.0, 2.0, 1.0]",2.0,4.0,12.0,440.0,12.0,-0.5744026959140403,K2Mo2O7,3.4081,-2.140368895409105,0.0,3.628524434360143,349.69925541179407
10.1111/jace.12646,K2Mo3O10,"The powders of K2O-MoO3 system were prepared using <...> , and then were sintered at 440 °C-540 °C for 1 h.",solid-state,2,"['K2CO3', 'MoO3']","['C', 'K', 'Mo', 'O']",12,"[400.0, 440.0, 440.0]","[4.0, 5.0, 2.0, 1.0]",2.0,4.0,12.0,440.0,12.0,-0.5744026959140403,K2Mo3O10,3.3529,-2.100159429299999,0.0,3.607171697508429,484.29141942371587
10.1111/jace.12646,K2Mo4O13,"The powders of K2O-MoO3 system were prepared using <...> , and then were sintered at 440 °C-540 °C for 1 h.",solid-state,2,"['K2CO3', 'MoO3']","['C', 'K', 'Mo', 'O']",12,"[400.0, 440.0, 440.0]","[4.0, 5.0, 2.0, 1.0]",2.0,4.0,12.0,440.0,12.0,-0.5744026959140403,K2Mo4O13,2.992,-2.059281836289473,0.003926528355257,3.866926278877327,2301.520276915694
10.1149/1.1357696,LiMn2O4,LMOS powder was synthesized by solid-state reactio <...> e of Mn was determined by redox titration with and,solid-state,2,"['Mn2(CO3)7', 'Li2CO3']","['C', 'Li', 'Mn', 'O']",7,[],"[10.0, 20.0]",2.0,4.0,7.0,,30.0,,LiMn2O4,0.42689999999999906,-2.0681063427422,0.0,4.039450477596829,148.65876347556787
10.1149/2.0641807jes,LiMn2O4,LiMn2O4 and LiMn1.8Al0.2O4 were obtained by a soli <...> ealing in an oxygen atmosphere at 500 °C for 48 h.,solid-state,2,"['Li2CO3', 'Mn2O3']","['C', 'Li', 'Mn', 'O']",7,"[750.0, 500.0]","[20.0, 20.0, 48.0]",2.0,4.0,7.0,750.0,88.0,-0.4119034408269805,LiMn2O4,0.42689999999999906,-2.0681063427422,0.0,4.039450477596829,148.65876347556787
10.1007/s10854-018-9250-6,SrTiO3,"SrTiO3, Sr0.98Sm0.02TiO3, Sr0.99TiO3, Sr0.97Sm0.02 <...> ere sintered at 1500 °C for 2 h in N2, air and O2.",solid-state,2,"['SrCO3', 'TiO2']","['C', 'O', 'Sr', 'Ti']",10,"[1150.0, 1500.0]","[2.0, 2.0]",2.0,4.0,10.0,1500.0,4.0,-0.05515958955631104,SrTiO3,1.848799999999999,-3.551662291666667,0.0,5.093987781835845,119.62507795144641
10.1007/s10854-018-8609-z,ZnWO4,The polycrystalline sample of ZnWO4 was prepared b <...>  pressed pellets were sintered at 900 °C for 20 h.,solid-state,2,"['WO3', 'ZnO']","['O', 'W', 'Zn']",6,"[350.0, 900.0, 900.0]","[8.0, 12.0, 20.0, 20.0]",2.0,3.0,6.0,900.0,60.0,-0.618961544553059,ZnWO4,3.2609,-2.055167530000002,0.0023725785416640003,7.865005453439968,132.27154637308448
10.1007/s10854-018-9340-5,NaNbO3,"The polycrystalline sample of 0.15(KBT)-0.85(NN) w <...> using a loop tracer (M/S Marine India, New Delhi).",solid-state,2,"['Na2CO3', 'Nb2O5']","['C', 'Na', 'Nb', 'O']",6,"[1115.0, 1130.0, 150.0]","[2.0, 2.0, 4.0, 2.0]",2.0,4.0,6.0,1130.0,10.0,-0.5258867043326863,NaNbO3,2.5048,-2.844822765275861,0.0,4.472888253079711,121.69003756668431
10.1007/s10854-018-9038-8,LaNbO4,"The LaNbO4 ceramics were prepared through traditio <...> 1275, 1300, 1325, 1350 and 1375 °C for 4 h in air.",solid-state,2,"['Nb2O5', 'La2O3']","['La', 'Nb', 'O']",10,"[110.0, 1000.0, 1375.0, 1350.0, 1325.0, 1300.0, 1275.0]","[6.0, 4.0, 6.0, 4.0]",2.0,3.0,10.0,1375.0,20.0,-0.20870991031173652,LaNbO4,3.8042,-3.558192809166667,0.0,5.83562138990379,168.34647595345714
10.1007/s10008-018-3919-x,Pr2NiO4,"Pr2NiO4 ± δ (PNO) powder was prepared via a solid- <...> in air, and the heating/cooling rate was 200 °C/h.",solid-state,2,"['NiO', 'Pr6O11']","['Ni', 'O', 'Pr']",10,"[1500.0, 800.0]","[1.0, 3.0, 2.0]",2.0,3.0,10.0,1500.0,6.0,-0.18134202481754394,Pr2NiO4,0.09820000000000001,-2.9536932022619053,0.058095718749998006,7.008795796992463,383.346031638731
10.1007/s10854-017-8492-z,Y3Al5O12,"A series of Y3Al5O12:x%molMn4+ (x = 0.1, 0.2, 0.3  <...> he product was ground for subsequent measurements.",solid-state,3,"['Y2O3', 'Al2O3', 'MnO2']","['Al', 'Mn', 'O', 'Y']",5,[1500.0],[6.0],3.0,4.0,5.0,1500.0,6.0,-0.17730689810775313,Y3Al5O12,4.5762,-3.675374461249997,0.0,4.559870632408558,864.696418388932
10.1007/s10854-018-8666-3,BaTiO3,"The Fe-doped BaTiO3 ceramics at (x = 0.0, 0.2, 0.4 <...> Then the pellets were sintered at 1200 °C for 6 h.",solid-state,3,"['Fe2O3', 'TiO2', 'BaCO3']","['Ba', 'C', 'Fe', 'O', 'Ti']",8,"[1100.0, 1200.0]","[4.0, 4.0, 6.0]",3.0,5.0,8.0,1200.0,14.0,-0.01283929858786496,BaTiO3,2.2929999999999993,-3.492277977666666,0.0,5.905237274567591,65.57310741671338
10.1038/s41467-018-03435-1,Sr2CuTeO6,"Polycrystalline powders of Sr2Cu(Te0.5W0.5)O6, Sr2 <...> 50 °C in air for 72 h with intermittent grindings.",solid-state,3,"['SrCO3', 'CuO', 'TeO2']","['C', 'Cu', 'O', 'Sr', 'Te']",6,"[900.0, 1050.0]","[12.0, 72.0]",3.0,5.0,6.0,1050.0,84.0,0.025615846589765935,Sr2CuTeO6,0.21980000000000002,-2.211730652666666,0.033162407375002,5.876269480473245,130.66181553784574
10.1038/s41467-018-03435-1,Sr2CuWO6,"Polycrystalline powders of Sr2Cu(Te0.5W0.5)O6, Sr2 <...> 50 °C in air for 72 h with intermittent grindings.",solid-state,3,"['SrCO3', 'WO3', 'CuO']","['C', 'Cu', 'O', 'Sr', 'W']",6,"[900.0, 1050.0]","[12.0, 72.0]",3.0,5.0,6.0,1050.0,84.0,0.025615846589765935,Sr2CuWO6,0.0,-2.472931554,0.044308655000002,6.631815908247769,129.85775961344387
10.1039/c8cp02492h,Li6CoO4,The solid state reaction technique was used to syn <...> Li+/Li) at a rate of 0.02C (12.8 mA g-1) at 25 °C.,solid-state,2,"['Li2O', 'CoO']","['Co', 'Li', 'O']",4,[700.0],"[20.0, 12.0]",2.0,3.0,4.0,700.0,32.0,-0.9802540324705002,Li6CoO4,1.9349,-1.938767046590909,0.0,2.830290317086024,386.23062221360556
10.1039/c5tc01583a,ZnMoO4,"ZnMoO4:Eu3+, ZnMoO4:Tb3+ and ZnMoO4:Bi3+,Eu3+ phos <...>  h, and then white powder phosphors were obtained.",solid-state,3,"['ZnO', 'Eu2O3', 'MoO3']","['Eu', 'Mo', 'O', 'Zn']",3,[750.0],[3.0],3.0,4.0,3.0,750.0,3.0,-0.7963742359413855,ZnMoO4,2.300799999999999,-1.920267846666667,0.0,5.722572048722729,130.77924738719673
10.1039/b406812b,V3S4,"Materials, V1+xMo2-xS4 (0 ≤ x ≤ 2), were synthesis <...> d for the preparation of the binary sulfide, V3S4.",solid-state,2,"['S', 'V']","['S', 'V']",6,"[500.0, 1150.0, 300.0]",[24.0],2.0,2.0,6.0,1150.0,24.0,-0.7279372125804817,V3S4,0.0,-1.357067588571421,0.0,4.266205343103994,109.40678090429881
10.1039/b413976c,Ca2CoTeO6,Ca2CoTeO6 and Sr2CoTeO6 perovskites were prepared  <...> X-ray powder diffraction (XRD) (Cu Kα = 1.5418 Å).,solid-state,3,"['CoCO3', 'CaCO3', 'Te(OH)6']","['C', 'Ca', 'Co', 'H', 'O', 'Te']",6,"[800.0, 500.0, 950.0]","[24.0, 120.0]",3.0,6.0,6.0,950.0,144.0,0.3205513125288848,Ca2CoTeO6,1.6102999999999992,-2.354738702166666,0.0,4.9484644702621985,486.8205909205243
10.1039/b413976c,Sr2CoTeO6,Ca2CoTeO6 and Sr2CoTeO6 perovskites were prepared  <...> X-ray powder diffraction (XRD) (Cu Kα = 1.5418 Å).,solid-state,3,"['SrCO3', 'CoCO3', 'Te(OH)6']","['C', 'Co', 'H', 'O', 'Sr', 'Te']",6,"[800.0, 500.0, 950.0]","[24.0, 120.0]",3.0,6.0,6.0,950.0,144.0,0.3205513125288848,Sr2CoTeO6,1.509999999999999,-2.332021244166666,0.0,5.824115097095763,261.03340450061205
10.1039/c6ta02672a,SrVO3,Powders of SrVO3-δ and Sr0.8Ln0.2V1-yNbyO3-δ (Ln = <...> possible interactions between support and samples.,solid-state,2,"['SrCO3', 'V2O5']","['C', 'O', 'Sr', 'V']",9,"[600.0, 500.0, 900.0, 1500.0]","[5.0, 5.0, 10.0]",2.0,4.0,9.0,1500.0,20.0,-0.05929202965082936,SrVO3,0.0,-2.878867755,0.039101676860283006,5.21885807260035,59.35966561911505
10.1039/c6tc04385b,Sr2SiO4,"The powder samples of Sr2SiO4:Eu2+, Sr2SiO4:Pr3+ a <...> r a N2/H2 atmosphere in a horizontal tube furnace.",solid-state,3,"['SrCO3', 'SiO2', 'Eu2O3']","['C', 'Eu', 'O', 'Si', 'Sr']",3,[1400.0],[5.5],3.0,5.0,3.0,1400.0,5.5,-0.23777959708748794,Sr2SiO4,4.4605,-3.422024718214281,0.0,4.523096240620812,392.5633480606121
10.1039/c5tc04133c,Y3Al5O12,A series of Mn4+:YAG phosphors was synthesized by  <...> ibles and then sintered at 1400 °C for 4 h in air.,solid-state,3,"['Y2O3', 'Al2O3', 'MnO']","['Al', 'Mn', 'O', 'Y']",3,[1400.0],"[0.5, 4.0]",3.0,4.0,3.0,1400.0,4.5,-0.37522073347509327,Y3Al5O12,4.5762,-3.675374461249997,0.0,4.559870632408558,864.696418388932
10.1039/c2dt30261f,La2Mo2O9,La2Mo2O9 raw powders were prepared by standard sol <...>  heat treatments were necessary to obtain pure LM.,solid-state,2,"['La2O3', 'MoO3']","['La', 'Mo', 'O']",4,"[500.0, 900.0]","[12.0, 12.0]",2.0,3.0,4.0,900.0,24.0,-0.8824236502732044,La2Mo2O9,3.0654999999999992,-2.793216375000001,0.04224886698718101,5.238428032012411,389.0666465397772
10.1039/c7ta03162a,Li7La3Zr2O12,Cubic Al-doped LLZO with nominal composition of Li <...>  -40 °C dew point for duration between 0 to 240 h.,solid-state,4,"['La(OH)3', 'Li2CO3', 'Al2O3', 'ZrO2']","['Al', 'C', 'H', 'La', 'Li', 'O', 'Zr']",8,[1000.0],[4.0],4.0,7.0,8.0,1000.0,4.0,0.28039570568773325,Li7La3Zr2O12,4.168800000000001,-3.124116936388889,0.006846009531249001,5.013095012638695,1112.6284765324503
10.1039/c5ta03632a,Li2RuO3,Li2RuO3 was prepared by the conventional solid sta <...> he resulting black powder of Li2RuO3 was acquired.,solid-state,2,"['Li2CO3', 'RuO2']","['C', 'Li', 'O', 'Ru']",4,[950.0],[24.0],2.0,4.0,4.0,950.0,24.0,-0.7167720179608177,Li2RuO3,0.0,-1.858899336111108,0.0,5.113188387331899,105.838139537619
10.1039/c5dt02663f,Ba2CaUO6,Approximately 5 g of Ba2CaUO6 and BaSrCaUO6 were p <...> ed into a pellet before being sintered at 1195 °C.,solid-state,3,"['BaCO3', 'CaCO3', 'U3O8']","['Ba', 'C', 'Ca', 'O', 'U']",13,"[1000.0, 1100.0, 800.0, 1000.0, 1195.0]","[12.0, 12.0, 12.0, 12.0]",3.0,5.0,13.0,1195.0,48.0,0.43245720505685553,Ba2CaUO6,2.1948,-3.550436109999999,0.0,6.39047624557279,337.1538572711704
10.1039/c4tc01909a,CaGdAlO4,"A series of CaGdAlO4:xTb3+, yEu3+ powder samples w <...> in a reducing atmosphere of H2 (10%) and N2 (90%).",solid-state,5,"['Al2O3', 'Gd2O3', 'CaCO3', 'Tb4O7', 'Eu2O3']","['Al', 'C', 'Ca', 'Eu', 'Gd', 'O', 'Tb']",6,"[80.0, 1400.0]","[0.3333333333333333, 3.0]",5.0,7.0,6.0,1400.0,3.3333333333333335,0.5964843715091632,CaGdAlO4,2.3719,-3.572300950000001,0.026640910153060002,5.860341424928627,81.69238481370415
10.1039/c3tc00803g,Zn2GeO4,"Samples of Zn1.96-xGeO4+1/2x:Mn0.04Ybx (x = 0, 0.0 <...> ing was then performed at 1300 °C for 12 h in air.",solid-state,2,"['GeO2', 'ZnO']","['Ge', 'O', 'Zn']",4,[900.0],[4.0],2.0,3.0,4.0,900.0,4.0,-0.9574816577823541,Zn2GeO4,2.2752,-1.9692918614285722,0.0,4.755174506972145,560.383815647266
10.1039/c2dt30624g,CaMnO3,Polycrystalline CaMnO3 precursor was prepared by a <...> on (XRD) in Figure 2 revealed no secondary phases.,solid-state,2,"['CaCO3', 'MnO2']","['C', 'Ca', 'Mn', 'O']",11,"[1100.0, 1300.0, 1250.0, 1150.0, 1300.0, 30.0]","[20.0, 45.0, 20.0, 20.0, 17.0]",2.0,4.0,11.0,1300.0,122.0,0.32400791564855413,CaMnO3,0.468599999999999,-2.500438064086206,0.035074943833336,4.357036329648904,218.02043676963348
10.1039/c7ta06790a,Li7La3Zr2O12,Cubic Al-doped LLZO with the nominal composition o <...> ortar and pestle and passed through a 75 μm sieve.,solid-state,4,"['La(OH)3', 'Li2CO3', 'ZrO2', 'Al2O3']","['Al', 'C', 'H', 'La', 'Li', 'O', 'Zr']",6,[1000.0],"[4.0, 4.0]",4.0,7.0,6.0,1000.0,8.0,0.16704961498588716,Li7La3Zr2O12,4.168800000000001,-3.124116936388889,0.006846009531249001,5.013095012638695,1112.6284765324503
10.1039/c7cp06768b,Li7La3Zr2O12,A conventional solid-state method was used to prep <...>  pellets were derived using the Archimedes method.,solid-state,3,"['La(OH)3', 'Li2CO3', 'ZrO2']","['C', 'H', 'La', 'Li', 'O', 'Zr']",9,"[800.0, 1100.0, 1200.0]","[12.0, 12.0, 6.0, 36.0]",3.0,6.0,9.0,1200.0,66.0,0.38017860304990997,Li7La3Zr2O12,4.168800000000001,-3.124116936388889,0.006846009531249001,5.013095012638695,1112.6284765324503
10.1039/c8dt01575a,Ba2GdSbO6,"A series of Ba2GdSb1-xO6:xMn4+ (x = 0.001, 0.003,  <...> epared via the same process as is described above.",solid-state,4,"['Sb2O5', 'BaCO3', 'MnO', 'Gd2O3']","['Ba', 'C', 'Gd', 'Mn', 'O', 'Sb']",8,"[800.0, 1400.0]","[6.0, 4.0]",4.0,6.0,8.0,1400.0,10.0,0.4249320423302416,Ba2GdSbO6,3.4839,-3.056831461,0.0,7.004243157262212,154.01899248806973
10.1039/c6tc02093c,SrLiAl3N4,SrLiAl3N4:Eu2+ (SLAN:Eu2+) was synthesized via a s <...> commercial yellow-emitting Y3Al5O12:Ce3+ phosphor.,solid-state,5,"['Li3N', 'Sr3N2', 'AlN', 'N', 'EuN']","['Al', 'Eu', 'Li', 'N', 'Sr']",5,[1050.0],[3.5],5.0,5.0,5.0,1050.0,3.5,0.04181076267726669,SrLiAl3N4,3.0465,-1.3178914003703701,0.0,3.6345079205023803,423.13141699471856
10.1039/c4cp05719h,Sr3Fe2O7,The Ruddlesden-Popper oxide Sr3Fe2O7-δ was synthes <...> he good stability at relatively high temperatures.,solid-state,2,"['SrCO3', 'Fe2O3']","['C', 'Fe', 'O', 'Sr']",5,[1199.85],[10.0],2.0,4.0,5.0,1199.85,10.0,-0.5454126858030905,Sr3Fe2O7,0.0,-2.392676926249999,0.0,5.472297217317551,147.63969801080836
10.1039/b110947b,Na3PO4,Anhydrous Na3PO4 was synthesised by solid state re <...> ll samples were stored in a drying oven at 120 °C.,solid-state,2,"['Na2CO3', 'Na4P2O7']","['C', 'Na', 'O', 'P']",9,"[800.0, 300.0, 250.0, 1000.0, 800.0]","[48.0, 48.0, 48.0, 48.0, 48.0]",2.0,4.0,9.0,1000.0,240.0,0.4467120899474274,Na3PO4,3.9187000000000003,-2.518010732972598,0.0,2.422899189979156,224.7141672256156
10.1039/c8ee00186c,LiCoO2,"LiCoO2 powder was synthesized via a conventional s <...>  the bulk to surface region (Fig. S1c and d, ESI).",solid-state,2,"['Li2CO3', 'Co3O4']","['C', 'Co', 'Li', 'O']",3,[900.0],[24.0],2.0,4.0,3.0,900.0,24.0,-0.8129142603628946,LiCoO2,0.6623,-1.745659770833334,0.0,5.121430775621985,31.733696867729034
10.1039/c7cp04520d,Ca2Fe2O5,Raw ceramic powders of CaCO3 (purity: 99.99%) and  <...> t was finally sintered at 1150 °C for 10 h in air.,solid-state,2,"['CaCO3', 'Fe2O3']","['C', 'Ca', 'Fe', 'O']",5,"[900.0, 1150.0]","[24.0, 5.0, 10.0]",2.0,4.0,5.0,1150.0,39.0,-0.46844608102616175,Ca2Fe2O5,0.8630999999999991,-2.456190248055555,0.0,4.056789948641229,445.08680725058156
10.1039/c6ta00174b,Li2MnO3,Pulverized Li2MnO3 was prepared by solid-state rea <...> ggregated into secondary particles of micron size.,solid-state,2,"['MnCO3', 'LiOH·H2O']","['C', 'H', 'Li', 'Mn', 'O']",5,[699.85],[24.0],2.0,5.0,5.0,699.85,24.0,-0.678817807536927,Li2MnO3,1.368399999999999,-2.180112729932952,0.0,3.969588299469367,195.46738339598636
10.1039/c0gc00387e,Na2CaP2O7,The diphosphate Na2CaP2O7 was prepared as a powder <...> ated in porcelain crucible progressively to 873 K.,solid-state,3,"['NH4H2PO4', 'CaCO3', 'Na2CO3']","['C', 'Ca', 'H', 'N', 'Na', 'O', 'P']",3,[599.85],[],3.0,7.0,3.0,599.85,,,Na2CaP2O7,4.962,-2.88676357392036,0.0,2.63290235079473,327.95867989578716
10.1039/c6tc01007e,BaSnO3,BaSnO3 powder was prepared using a solid state rea <...> d then cooled slowly by switching off the furnace.,solid-state,2,"['SnO2', 'BaCO3']","['Ba', 'C', 'O', 'Sn']",8,[1250.0],[8.0],2.0,4.0,8.0,1250.0,8.0,-0.32832266175935176,BaSnO3,0.372399999999999,-2.587468271999999,0.0,7.097114448493584,71.13628093297905
10.1039/c3ta13005c,Li5La3Nb2O12,The parent compound Li5La3Nb2O12 was synthesized b <...> zation of Li2O and ∼10 wt% excess LiNO3 was added.,solid-state,3,"['Nb2O5', 'La2O3', 'LiNO3']","['La', 'Li', 'N', 'Nb', 'O']",11,"[900.0, 700.0, 950.0]","[12.0, 12.0, 6.0, 24.0]",3.0,5.0,11.0,950.0,54.0,0.16999627323475372,Li5La3Nb2O12,3.5291,-3.0949245483712122,0.053299920227266005,5.144763792672252,1070.5749256940205
10.1039/c6dt01424k,BaTiO3,Barium titanate and sodium holmium titanate compou <...> ver paste in a muffle furnace at 823 K for 10 min.,solid-state,2,"['TiO2', 'BaCO3']","['Ba', 'C', 'O', 'Ti']",11,"[849.85, 1274.85, 549.85]","[4.0, 10.0, 3.0, 0.16666666666666666]",2.0,4.0,11.0,1274.85,17.166666666666668,-0.08549872871759212,BaTiO3,2.2929999999999993,-3.492277977666666,0.0,5.905237274567591,65.57310741671338
10.1039/c2jm33603k,Bi2S3,Commercial high-purity powders of 99.9% Bi and 99. <...> e carrier mobility (μ) was calculated by μ = RH/ρ.,solid-state,3,"['Bi', 'H', 'S']","['Bi', 'H', 'S']",5,[399.85],"[0.5, 0.08333333333333333]",3.0,3.0,5.0,399.85,0.5833333333333334,-1.0346139532811194,Bi2S3,1.361799999999999,-0.414615469187504,0.0,6.602026285137526,517.2810621133061
10.1039/c6tc04012h,KGaGeO4,A series of KGaGeO4:xBi3+ (KGGO:xBi3+) (x = 0-0.13 <...> e ground into powder for further characterization.,solid-state,4,"['K2CO3', 'GeO2', 'Bi2O3', 'Ga2O3']","['Bi', 'C', 'Ga', 'Ge', 'K', 'O']",3,[],[],4.0,6.0,3.0,,,,KGaGeO4,3.1871,-2.251453324607143,0.0,3.596521286443814,2719.9222375086943
10.1039/c2cp42964k,Gd2Zr2O7,"The YSZ (8 mol%Y2O3 stabilized ZrO2, 99.9%) target <...> r at 1600 °C for 12 hours by solid state reaction.",solid-state,2,"['ZrO2', 'Gd2O3']","['Gd', 'O', 'Zr']",6,"[1000.0, 50.0, 1600.0]","[10.0, 24.0, 12.0]",2.0,3.0,6.0,1600.0,46.0,-0.22401460160611886,Gd2Zr2O7,2.8082000000000003,-3.84645998909091,0.004336873636363,6.844701923745495,295.46209039605077
10.1039/c3tc32353f,MgNb2O6,Ceramics of the (1 - x)PbZrO3-xBa(Mg1/3Nb2/3)O3 sy <...> d was maintained at 35 kV cm-1 during measurement.,solid-state,2,"['MgO', 'Nb2O5']","['Mg', 'Nb', 'O']",15,"[1100.0, 875.0, 1225.0]","[18.0, 2.0, 4.0, 18.0]",2.0,3.0,15.0,1225.0,42.0,0.0988579395568014,MgNb2O6,3.456699999999999,-3.098160845555563,0.0,4.889816257223149,415.81482393623264
10.1039/b417239f,CaMn4O8,The samples were prepared by solid state reaction  <...> xygen content was determined by chemical analyses.,solid-state,2,"['CaO', 'MnO2']","['Ca', 'Mn', 'O']",5,[900.0],[12.0],2.0,3.0,5.0,900.0,12.0,-0.8632796086768562,CaMn4O8,0.5121,-2.16445706397878,0.028905956842955,3.725355223549337,172.869204643368
10.1039/c3dt52024b,Li7La3Zr2O12,"Al-free tetragonal Li7La3Zr2O12 was prepared by a  <...> he CO2-free LLZ, the calcined sample was quenched.",solid-state,3,"['La(OH)3', 'LiOH·H2O', 'ZrO2']","['H', 'La', 'Li', 'O', 'Zr']",6,[900.0],"[2.0, 5.0]",3.0,5.0,6.0,900.0,7.0,-0.35924767122117685,Li7La3Zr2O12,4.168800000000001,-3.124116936388889,0.006846009531249001,5.013095012638695,1112.6284765324503
10.1039/c3ce40780b,BiSbTe3,"Commercial high-purity elemental powders of Bi (99 <...> couple, whose junction was placed near the sample.",solid-state,3,"['Bi', 'Sb', 'Te']","['Bi', 'Sb', 'Te']",2,[],[],3.0,3.0,2.0,,,,BiSbTe3,0.21329999999999902,-0.431696751999999,0.004540644000003,6.74731363324774,175.60495542387753
10.1039/c5ta00391a,Sr3Fe2O7,Sr3Fe2O7-δ (SFO) powders were synthesized using a  <...> d using FullProf 2011Rietveld refinement software.,solid-state,2,"['SrCO3', 'Fe2O3']","['C', 'Fe', 'O', 'Sr']",5,"[90.0, 1100.0]","[48.0, 6.0, 2.0]",2.0,4.0,5.0,1100.0,56.0,-0.4366101709436235,Sr3Fe2O7,0.0,-2.392676926249999,0.0,5.472297217317551,147.63969801080836
10.1039/c6ce02411d,CaGdAlO4,The CGA polycrystalline materials were synthesized <...>  tablets were sintered in air at 1350 °C for 45 h.,solid-state,3,"['CaCO3', 'Al2O3', 'Gd2O3']","['Al', 'C', 'Ca', 'Gd', 'O']",4,[1350.0],[45.0],3.0,5.0,4.0,1350.0,45.0,-0.05732458245531833,CaGdAlO4,2.3719,-3.572300950000001,0.026640910153060002,5.860341424928627,81.69238481370415
10.1039/c7dt02688a,Ti2AlC,The Ti2AlC powder was synthesized via a solid reac <...> collected in a sealed bag for further experiments.,solid-state,3,"['TiC', 'Al', 'Ti']","['Al', 'C', 'Ti']",5,[],[],3.0,3.0,5.0,,,,Ti2AlC,0.0,-0.6992181366666661,0.0,4.038374281779553,110.79616047514499
10.1039/c4ta01380h,ZrNiSn,"The stoichiometric compositions of ZrNiSn, Zr9Ni7S <...>  the grain-size distributions of the minor phases.",solid-state,3,"['Sn', 'Ni', 'Zr']","['Ni', 'Sn', 'Zr']",8,[899.85],[30.0],3.0,3.0,8.0,899.85,30.0,-0.4120456325951752,ZrNiSn,0.49540000000000006,-0.6842003416666651,0.0,7.802269818135599,57.17134916589888
10.1039/c4ta01380h,Ni3Sn4,"The stoichiometric compositions of ZrNiSn, Zr9Ni7S <...>  the grain-size distributions of the minor phases.",solid-state,2,"['Sn', 'Ni']","['Ni', 'Sn']",8,[899.85],[30.0],2.0,2.0,8.0,899.85,30.0,-0.7369749898141561,Ni3Sn4,0.0,-0.22278011999999803,0.0,8.701535132444633,124.21698066918225
10.1039/c4nr05657d,BaFe12O19,The studied polycrystalline ceramic nanocomposites <...> he two phases remained discrete and did not react.,solid-state,2,"['BaCO3', 'Fe2O3']","['Ba', 'C', 'Fe', 'O']",10,"[1200.0, 1350.0, 1200.0]","[2.0, 10.0, 2.0]",2.0,4.0,10.0,1350.0,14.0,-0.113520774702453,BaFe12O19,1.2425,-1.7352961110937501,0.055359159999999005,5.011014687625418,736.6234424133885
10.1039/c4nr05657d,BaTiO3,The studied polycrystalline ceramic nanocomposites <...> he two phases remained discrete and did not react.,solid-state,2,"['TiO2', 'BaCO3']","['Ba', 'C', 'O', 'Ti']",10,"[1200.0, 1350.0, 1200.0]","[2.0, 10.0, 2.0]",2.0,4.0,10.0,1350.0,14.0,-0.113520774702453,BaTiO3,2.2929999999999993,-3.492277977666666,0.0,5.905237274567591,65.57310741671338
10.1039/c4tc00313f,BaTiO3,Ni2+-doped BST samples were prepared by a solid st <...> sk samples and sintered at 1350 °C for 4 h in air.,solid-state,2,"['BaCO3', 'TiO2']","['Ba', 'C', 'O', 'Ti']",6,"[1100.0, 1350.0]","[24.0, 8.0, 4.0]",2.0,4.0,6.0,1350.0,36.0,-0.28767235084974047,BaTiO3,2.2929999999999993,-3.492277977666666,0.0,5.905237274567591,65.57310741671338
